"station_name","lat","lon"
"SHAARTUZ",37.3166666667,68.1333333333
"SHAHRISTANSKIJ PEREVAL",39.5666666667,68.5833333333
"AMNAT CHAROEN",15.9037,104.618
"ARANYAPRATHET",13.6886111111,102.5041666667
"AYUTTHAYA AGROMET",14.5347222222,100.725
"BANGKOK METROPOLIS",13.7263888889,100.56
"BANGKOK PILOT",13.3772222222,100.5994444444
"BANGKOK PORT",13.7069444444,100.5680555556
"BANGNA AGROMET",13.6663888889,100.6061111111
"BHUMIBOL DAM",17.2438888889,99.0025
"BUA CHUM",15.2666666667,101.1872222222
"BUNGKARN",18.4136,103.5167
"BURIRAM",15.2347222222,103.2513888889
"Bangkok Seismological Test Station",13.726333,100.55983
"Bangna Bangkok",13.6700000763,100.6200027466
"CHACHOENGSAO AGROMET",13.5672222222,101.4544444444
"CHAI NAT AGROMET",15.1580555556,100.1913888889
"CHAIYAPHUM",15.8116666667,102.0291666667
"CHANTHA BURI",12.6094444444,102.1038888889
"CHAWANG",8.4244444444,99.5063888889
"CHIANG MAI",18.7705555556,98.9683333333
"CHIANG RAI",19.9613888889,99.8811111111
"CHIANG RAI AGROMET",19.8725,99.7791666667
"CHOK CHAI",14.7377777778,102.1680555556
"CHON BURI",13.3552777778,100.9819444444
"CHUMPHON",10.4986111111,99.1883333333
"DOI ANG KHANG",19.9327777778,99.0452777778
"DOI MU SOE AGROMET",16.7522222222,98.9355555556
"DON MUANG AIRPORT",13.9191,100.605
"HAT YAI AIRPORT",6.9375,100.3952777778
"HUA HIN",12.5777777778,99.9538888889
"HUAI PONG AGROMET",12.7347222222,101.1352777778
"KABIN BURI",13.9858333333,101.7044444444
"KAM PHAENG PHET",16.4866666667,99.5269444444
"KAMALASAI",16.3319444444,103.5875
"KANCHANA BURI",14.0225,99.5358333333
"KHLONG YAI",11.7802777778,102.8780555556
"KHO HONG AGROMET",7.0155555556,100.5016666667
"KHON KAEN",16.4608333333,102.7894444444
"KO LANTA",7.5333333333,99.05
"KO SAMUI",9.4488888889,100.0366666667
"KO SICHANG",13.1625,100.8025
"KOSUM PHISAI",16.2452777778,103.0694444444
"KRABI",8.1036111111,98.9752777778
"LAEM CHABANG",13.0777777778,100.8738888889
"LAMPANG",18.2780555556,99.5063888889
"LAMPANG AGROMET",18.325,99.3013888889
"LAMPHUN",18.5663888889,99.0383333333
"LOEI",17.4525,101.7305555556
"LOEI AGROMET",17.4094444444,101.7294444444
"LOM SAK",16.7738888889,101.245
"LOP BURI",14.7997222222,100.6280555556
"MAE HONG SON",19.2988888889,97.9755555556
"MAE SARIANG",18.175,97.9336111111
"MAE SOT",16.7025,98.5416666667
"MUKDAHAN",16.5333333333,104.7166666667
"NAKHON PHANOM",17.4166666667,104.7833333333
"NAKHON PHANOM AGROMET",17.4333333333,104.7833333333
"NAKHON RATCHASIMA",14.9680555556,102.0858333333
"NAKHON SAWAN",15.6716666667,100.1322222222
"NAKHONPATHOM AGROMET",14.0116666667,99.97
"NAKHONSI THAMMARAT",8.5441666667,99.9427777778
"NAKHONSI THAMMARAT AGROMET",8.3591666667,100.0594444444
"NAN",18.7669444444,100.7633333333
"NAN AGROMET",18.8636111111,100.7416666667
"NANG RONG",14.6308333333,102.7211111111
"NARATHIWAT",6.4266666667,101.825
"NONG KHAI",17.865,102.7472222222
"NONG PHLUB AGROMET",12.5888888889,99.7344444444
"NONGBUALAMPHU",17.2322222222,102.4294444444
"PAK CHONG AGROMET",14.6419444444,101.3213888889
"PATHUMTHANI AGROMET",14.1161111111,100.6205555556
"PATTANI",6.79,101.1469444444
"PHATTHALUNG AGROMET",7.5805555556,100.1661111111
"PHATTHAYA",12.9233333333,100.8652777778
"PHAYAO",19.1930555556,99.8836111111
"PHETCHABUN",16.4347222222,101.1516666667
"PHETCHABURI",12.9994444444,100.0605555556
"PHITSANULOK",16.7961111111,100.2758333333
"PHLIU AGROMET",12.5102777778,102.1697222222
"PHRAE",18.1283333333,100.1622222222
"PHRASANG",8.57,99.2580555556
"PHUKET",7.8833333333,98.4
"PHUKET AIRPORT",8.145,98.3144444444
"PICHIT AGROMET",16.3386111111,100.3669444444
"PRACHIN BURI",14.0508333333,101.3691666667
"PRACHUAP KHIRIKHAN",11.835,99.8102777778
"Phimai",15.18,102.57
"RADAR Cmi",18.7833333333,98.9833333333
"RADAR Cmp",10.4833333333,99.1833333333
"RADAR Cri",19.9666666667,99.8833333333
"RADAR Dmg",13.9166666667,100.6
"RADAR Hhn",12.5833333333,99.95
"RADAR Hyi",6.9397222222,100.3922222222
"RADAR Kkn",16.2666666667,102.4666666667
"RADAR Kkw",14.3675,101.4058333333
"RADAR Krb",8.1052777778,98.9725
"RADAR Lmp",18.5652777778,99.0419444444
"RADAR Mhs",19.1333333333,97.9666666667
"RADAR Nrt",6.4166666667,101.8166666667
"RADAR Phb",15.6569444444,101.1083333333
"RADAR Phs",16.7833333333,100.2666666667
"RADAR Pkt",8.1336111111,98.33
"RADAR Rng",9.7833333333,98.6
"RADAR Ryg",12.6336111111,101.3405555556
"RADAR Snk",17.15,104.1333333333
"RADAR Stn",9.1333333333,99.15
"RADAR Stp",7.4333333333,100.45
"RADAR Svp",13.6861111111,100.775
"RADAR Trg",7.5166666667,99.6166666667
"RADAR Urt",15.2333333333,105.0333333333
"RANONG",9.9833333333,98.6166666667
"RATCHA BURI AGROMET",13.4875,99.7955555556
"RAYONG",12.6336111111,101.3405555556
"ROI ET",16.0516666667,103.6641666667
"ROI ET AGROMET",16.0730555556,103.6083333333
"SA DAO",6.7872222222,100.4127777778
"SAKON NAKHON",17.1602777778,104.1333333333
"SAKON NAKHON AGROMET",17.1166666667,104.05
"SAMUTPRAKAN AGROMET",13.5166666667,100.7616666667
"SAMUTSONGKRAM",13.4077777778,100.0322222222
"SATTAHIP",12.6913888889,100.9852777778
"SATUN",6.6536111111,100.0830555556
"SAWI AGROMET",10.3305555556,99.0925
"SI SAMRONG AGROMET",17.1611111111,99.8616666667
"SISAKET AGROMET",15.0852777778,104.3305555556
"SONGKHLA",7.1819444444,100.6075
"SRAKAEW",13.7919444444,102.0322222222
"SUKHOTHAI",17.1069444444,99.8002777778
"SUPHAN BURI",14.4744444444,100.1388888889
"SURAT THANI",9.1341666667,99.1519444444
"SURAT THANI AGROMET",9.1427777778,99.6361111111
"SURIN",14.8738888889,103.4994444444
"SURIN AGROMET",14.8908333333,103.4522222222
"SUVARNABHUMI INTERNATIONAL AIRPORT",13.6863888889,100.7675
"Songkhla",7.1843900681,100.6045837402
"TAK",16.8797222222,99.14
"TAKFA AGROMET",15.3491666667,100.5302777778
"TAKUA PA",8.6841666667,98.2522222222
"THA TUM",15.3161111111,103.6802777778
"THA WANG PHA",19.1230555556,100.8130555556
"THAPHRA AGROMET",16.3352777778,102.8266666667
"THOEN",17.6363888889,99.2447222222
"THONG PHA PHUM",14.7422222222,98.6363888889
"THUNG CHANG",19.4080555556,100.8822222222
"TRANG",7.5166666667,99.6166666667
"U THONG AGROMET",14.3036111111,99.8647222222
"UBON RATCHATHANI",15.25,104.8666666667
"UBON RATCHATHANI AGROMET",15.2333333333,105.0333333333
"UDON THANI",17.3769444444,102.8094444444
"UMPHANG",16.0252777778,98.86
"UTHAITHANI",15.3741666667,100.0388888889
"UTTARADIT",17.6244444444,100.0969444444
"WICHIAN BURI",15.6569444444,101.1052777778
"YALA AGROMET",6.5152777778,101.2733333333
"YASOTHON",15.7949,104.2143
"AK-DEPE",42.05,59.3666666667
"AKMOLLA",39.5833333333,59.95
"ASHGABAT (38880-0)",37.9916666667,58.3630555556
"ASHGABAT (38880-1)",37.9666666667,58.3833333333
"ATAMYRAT",37.8333333333,65.2
"Ashgabat",37.9666671753,58.3166656494
"BAGTIYARLYK",38.0833333333,62.8
"BAKHARLY",38.4333333333,57.4166666667
"BAYRAMALY",37.6,62.1833333333
"BEKIBENT",38.6166666667,55.1833333333
"BEREKET",39.25,55.5166666667
"BIRATA",40.4666666667,62.2833333333
"BOKYRDAK",38.75,58.4666666667
"BURDALYK",38.4666666667,64.3666666667
"BYGDAILI",38.5333333333,54.3
"CHAGYL",40.7833333333,55.3333333333
"CHESHME",38.6833333333,61.2
"Chardzhev",39.6666679382,63.5999984741
"DASHOGUZ",41.75,59.8166666667
"DAVALY",40.0666666667,57.3833333333
"DEVERZE",40.1833333333,58.4833333333
"DJACHEV",39.3166666667,63.2
"EKEZHE",41.0333333333,57.7666666667
"ELOTEN",37.3,62.4166666667
"ERBENT",39.3166666667,58.6
"ESENGULY",37.4666666667,53.9666666667
"GARRYQALA",38.4333333333,56.3
"GYZYLETREK",37.6166666667,54.7833333333
"JASGA",39.6833333333,55.5666666667
"KAKA",37.35,59.6333333333
"KARABOGAZKEL",41.05,52.9166666667
"KENEURGENCH",42.3,59.1333333333
"KOYTENDAG",37.5166666667,66.0166666667
"LEKKER",36.2666666667,63.7
"NEBITDAG",39.5,54.3333333333
"OGRYDA",39.1,53.1
"REPATEK",38.5666666667,63.1833333333
"SARAKHS (38974-0)",36.5333333333,61.2166666667
"SERDAR",38.9833333333,56.2833333333
"SERKHETABAT",35.2833333333,62.35
"SHASENEM",41.5833333333,58.7166666667
"TAGTABAZAR",35.95,62.9166666667
"TEDZHEN",37.3833333333,60.5166666667
"TURKMENABAT",39.0833333333,63.6
"TURKMENBASHI (38507-0)",40.05,53
"TURKMENBASHI (38507-1)",40.0333333333,52.9833333333
"ABU DHABI BATEEN AIRPORT",24.4333333333,54.4666666667
"ABU DHABI INTERNATIONAL AIRPORT",24.4333333333,54.65
"AL AIN INTERNATIONAL AIRPORT",24.2666666667,55.6
"AL AIN INTERNATIONAL AIRPORT",24.26,55.6
"AL ARAD",23.84527778,55.52416667
"AL DHAID",24.23694444,55.81694444
"AL GHEWEIFAT",24.121111,51.626944
"AL KHAZNA",24.124722,55.113333
"ALRUWAIS",24.094444,52.849722
"ASHAAB",24.386389,54.812222
"Abu Dhabi",24.4500007629,54.3199996948
"Al Jazeera B.G",23.31888889,52.28888889
"Al Safa",25.1924991608,55.2419433594
"DUBAI INTERNATIONAL AIRPORT",25.25,55.3333333333
"DUBAI WORLD CENTRAL-DWC",24.8969444444,55.1611111111
"Deira",25.2613887787,55.3158340454
"FUJAIRAH",25.1,56.3333333333
"Jebel Ali Port",25.0136108398,55.0750007629
"Jebel Ali Village",25.0361118317,55.1077766418
"MADINAT ZAYED",23.681667,53.698611
"MEDINA ZAYED",23.6333333333,53.6333333333
"MUKHARIZ",22.934722,52.877778
"Mushrif",25.2138881683,55.4500007629
"RADAR ABU DHABI",24.37157,54.46682
"RADAR Al Ain",24.23565,55.53955
"RADAR Dwsr 2501",25.1211111111,56.3072222222
"RADAR Dwsr 88c",24.2544444444,54.5505555556
"RADAR MUZAIRAH",23.10492,53.75459
"RADAR-AL SILA",24.34823,51.60429
"RADAR-DUBAI",25.05226,55.58491
"RADAR-FUJAIRAH",25.17688,56.34597
"RADAR-QASYOURA",22.82636,54.82864
"RADIOSONDE-HAMIM",22.8098,54.2537
"RAS AL KHAIMAH INTERNATIONAL AIRPORT",25.6166666667,55.9333333333
"SHARJAH INTERNATIONAL AIRPORT",25.3333333333,55.5166666667
"UM AZIMUL",22.714167,55.138611
"AKBAYTAL",43.15,64.3333333333
"AKRABAT",38.254206,66.826856
"AKTUMSUK",45.135933,58.292853
"ALMALYK",40.868056,69.566389
"ANDIJAN",40.7333333333,72.3166666667
"ANGREN",41.011886,70.098774
"AYAKAGITMA",40.6833333333,64.4833333333
"BAHMAL",39.7166666667,68.0166666667
"BAYSUN",38.2,67.2
"BEKABAD",40.206708,69.26413
"BOZ",40.680637,71.92916
"BUHARA",39.7166666667,64.6166666667
"BUSTON",41.842065,60.934299
"BUZAUBAY",41.75,62.4666666667
"CHIMBAY",42.95,59.8
"CHIMGAN",41.526536,70.023413
"Chatcal Reserve",41.0999984741,60.5
"DAGBIT",39.757763,66.915423
"DALVERZIN",40.408022,69.275477
"DEHKANABAD",38.348426,66.570113
"DENAU",38.2666666667,67.9
"DJANGELDI",40.85,63.3333333333
"DJIZAK",40.1166666667,67.8333333333
"DUKANT",41.158303,70.0762
"DUSTLIK",40.526602,68.022856
"FERGANA",40.3833333333,71.75
"GALLYAARAL",40.035521,67.576779
"GURLEN",41.9136111111,60.3566666667
"GUZAR",38.6166666667,66.2666666667
"JASLYK",43.8833333333,57.8833333333
"KAMCHIK",41.08503,70.536084
"KARAKALPAKIYA",44.85,56.3333333333
"KARAKUL",39.5,63.85
"KARSHI",38.75,65.7166666667
"KHIVA",41.410513,60.312006
"KOKAND",40.55,70.95
"KOKARAL",40.706008,69.228299
"KUL",39.120576,67.526154
"KUNGRAD",43.075748,58.888238
"KURGANTEPA",40.697394,72.766546
"KUSHRABAD",40.245833,66.651944
"KUVA",40.573766,72.066906
"Kyzylcha",40.8699989319,66.1500015259
"LALMIKOR",39.930372,67.460798
"MASHIKUDUK",41.05,65.2833333333
"MINCHUKUR",38.65,66.9333333333
"MUYNAK",43.7833333333,59.0333333333
"NAMANGAN",41,71.5833333333
"NAVOI",40.1333333333,65.35
"NUKUS",42.4833333333,59.6166666667
"NURABAD",39.604922,66.277973
"NURATA",40.55,65.6833333333
"OYGAING",42.1666666667,70.8833333333
"PAP",40.878444,71.111648
"PAYARIK",39.993258,66.835832
"PAYSHANBA",39.982866,66.234262
"PSKEM",41.9,70.3666666667
"SAMARKAND",39.6333333333,66.95
"SARIOSIYO",38.464875,68.004983
"SARYKANDA",39.948283,71.126239
"SHAHRISABZ",39.070378,66.833569
"SHAKHIMARDAN",39.957929,71.771293
"SHIRABAD",37.6666666667,67.0166666667
"SHURCHI",38.0177,67.800265
"SUKOK",41.244086,69.818424
"SYR-DAR'JA",40.8166666667,68.6833333333
"TAHIATASH",42.334544,59.556196
"TAMDY",41.7333333333,64.6166666667
"TASHKENT",41.3333333333,69.3
"TAXTAKUPIR",43.032339,60.296625
"TERMEZ",37.2833333333,67.3166666667
"UCHKUDUK",42.158085,63.548473
"ULUGNAR",40.686667,71.623333
"URGENCH",41.5666666667,60.6333333333
"YANGIER",40.2833333333,68.8333333333
"YANGIKISHLAK",40.42547,67.177615
"YANGIYUL",41.08183,69.017825
"ZAPADNY ARNASAY",40.8333333333,67.6666666667
"ZARAFSHAN",41.583611,64.211667
"BAC KAN",22.15,105.833
"BACH LONG VI (Radiosonde)",20.12942,107.72265
"BACH LONG VI (SYNOP)",20.13427,107.72868
"BUON MA THUOT",12.667,108.05
"CA MAU",9.1833333333,105.15
"CAO BANG",22.6666666667,106.25
"CON SON",8.6833333333,106.6
"DA NANG",16.0666666667,108.35
"DONG HOI",17.4833333333,106.6
"Dien Bien",21.3572,103
"HA DONG",20.9666666667,105.7666666667
"HA NOI",21.0333333333,105.8
"HA TINH",18.35,105.9
"HOANG SA (PATTLE)",16.55,111.6166666667
"HUE",16.4333333333,107.5833333333
"HUYEN TRAN",8.0166666667,110.6166666667
"Hanoi",21.0215,105.8731
"LANG SON",21.8333333333,106.7666666667
"LAO CAI",22.5,103.9666666667
"MONG CAI",21.517,107.967
"NAM DINH",20.4333333333,106.15
"NHA BE",10.65,106.7166666667
"NHA TRANG",12.2166666667,109.2166666667
"PHAN THIET",10.9333333333,108.1
"PHU LIEN",20.8,106.6333333333
"PHU QUOC",10.2166666667,103.9666666667
"PLEIKU",13.967,108.0167
"Pha Din",21.5731,103.5157
"QUANG NGAI",15.117,108.8
"QUY NHON",13.7666666667,109.2166666667
"RACH GIA",10.0167,105.0667
"RADAR Dong Ha",16.8,107.0833333333
"RADAR Viet Tri",21.4666666667,105.4166666667
"SA PA",22.35,103.817
"SON LA",21.3333333333,103.9
"SONG TU TAY (SOUTH WEST CAY)",11.4166666667,114.3333333333
"TAN SON HOA",10.8166666667,106.6666666667
"THAI NGUYEN",21.6,105.833
"THANH HOA",19.75,105.7833333333
"THO CHU",9.2833333333,103.4666666667
"TRUONG SA",8.65,111.9166666667
"Tan Son Hoa",10.66153,106.68257
"VINH",18.6666666667,105.6833333333
"ADEN",12.8333333333,45.0333333333
"AL-BAYDHA",14.1,45.4333333333
"AL-BOUQE",17.3166666667,44.6
"AL-GHAIDAH",16.0833333333,52.0833333333
"AL-JOUF (41393-0)",16.15,44.7833333333
"AL-MAHWIT",15.5,43.5
"AL-SADDAH",14.1333333333,44.3666666667
"AMRAN",15.7666666667,44.0166666667
"ATAQ",14.5166666667,46.85
"DHAMAR",14.5833333333,44.4166666667
"HAJJAH",15.8333333333,43.5833333333
"HODEIDAH",14.75,42.9833333333
"IBB",14,44.3333333333
"KAMARAN",15.3666666667,42.5833333333
"MARIB",15.4333333333,45.3333333333
"MOKHA",13.25,43.2833333333
"MUKEIRAS",13.4166666667,45.6833333333
"RIYAN",14.5833333333,49.25
"SAADA",17.0333333333,43.7666666667
"SAHAREEG",12.7833333333,45.1666666667
"SANA'A",15.5166666667,44.1833333333
"SEIYOUN",15.9833333333,48.95
"SOCOTRA",12.6333333333,53.9
"TAIZ",13.6833333333,44.1333333333
"THAMUD",17.3666666667,49.95
"DURRES",41.3,19.45
"GJIROKASTRA",40.0833333333,20.15
"KORCA",40.6,20.7666666667
"KUKES",42.0333333333,20.4166666667
"PESHKOPI",41.6833333333,20.4333333333
"QYTETI STALIN",40.8,19.9
"SHKODRA",42.1,19.5333333333
"TIRANA",41.3333333333,19.7833333333
"TIRANA-LA PRAKA",41.3333333333,19.8
"VLORE",40.4666666667,19.4833333333
"Aixàs",42.4837,1.4771
"Bony de les Neres",42.5494,1.5717
"Borda Vidal",42.4397,1.4748
"Caborreu",42.4349,1.5471
"Central - FEDA",42.5153,1.5544
"Coll Ordino",42.5564,1.5689
"Coll Pa",42.5125,1.4761
"Engolasters - FEDA",42.5168,1.5654
"Envalira",42.5333,1.7146
"Estanyó Sorteny",42.6117,1.571
"Fontverd",42.4914,1.5947
"Grau-Roig - FEDA",42.5488,1.698
"La Comella",42.4967,1.5228
"La Margineda - FEDA",42.485,1.4936
"La Solana",42.5789,1.7509
"Les Fonts d'Arinsal",42.5992,1.4773
"Les Salines",42.6107,1.5382
"Perafita",42.4689,1.5837
"Ransol - FEDA",42.5787,1.6394
"Roc de Sant Pere",42.51199,1.53129
"Seturia",42.5469,1.4431
"Soldeu Tossa Espiolet",42.5582,1.6586
"AMASIA",40.95027,43.78361
"AMBERD",40.3855555556,44.2602777778
"ANANUN MOUNTAIN PASS",39.83055,44.99194
"APARAN",40.59444,44.36388
"APARAN RESERVOIR",40.48444,44.43611
"ARAGATS H/M",40.47222,44.18111
"ARARAT",39.83138,44.70833
"ARENI",39.72722,45.18833
"ARMAVIR (37787-0)",40.13722,44.0475
"ARTASHAT",39.95861,44.5475
"ARTIK",40.62333,43.955
"ASHOTSK",41.0294444444,43.8763888889
"ASHTARAK",40.29444,44.34277
"BAGRATASHEN",41.24527,44.82555
"DILIJAN",40.74111,44.86555
"FANTAN",40.39527,44.68277
"GAVAR",40.34861,45.1255555556
"GORIS",39.51805,46.33833
"GYUMRI",40.76277,43.85583
"HANKAVAN",40.63388,44.48361
"HRAZDAN",40.49277,44.76111
"IJEVAN",40.87166,45.14722
"JERMUK",39.83388,45.67111
"KAJARAN",39.15277,46.15916
"KAPAN",39.204166,46.46222
"MARTUNI",40.13694,45.29694
"MASRIK",40.2075,45.76444
"MEGHRI",38.89777,46.2425
"ODZUN",41.06027,44.61027
"PUSHKINI CANYON",40.90916,44.43472
"RADAR Aragac, MRL-5",40.3797222222,44.3752777778
"RADAR Lori-Dseh, MRL-5",40.96,44.6763888889
"RADAR Zvartnots-2, MRL-5",40.1452777778,44.395
"SEMYONOVKA",40.65972,44.89805
"SEVAN LAKY",40.56527,45.00833
"SHORZHA",40.50056,45.27166
"SISIAN",39.52027,46.02972
"STEPANAVAN",41.00194,44.41277
"TALIN",40.38638,43.89305
"TASHIR",41.11666,44.27916
"TCHAMBARAK",40.60111,45.34944
"TSAGHKAHOVIT",40.6263611,44.22111
"URTSADZOR",39.91972,44.82722
"VANADZOR",40.83888,44.43444
"VOROTAN MOUNTAIN PASS",39.69305,45.71166
"YANIKH",39.9544444444,45.2461111111
"YEGHVARD",40.3122,44.48277
"YEREVAN AERO",40.2172,44.4997
"YEREVAN AGRO",40.1855555556,44.4041666667
"YEREVAN ARABKIR",40.19527,44.51222
"YEREVAN ZVARTNOTS",40.1513888889,44.4038888889
"ACHENKIRCH",47.5322227478,11.7052774429
"ACHENKIRCH CAMPINGPLATZ",47.4994430542,11.7066669464
"AFLENZ",47.5458335876,15.2408332825
"AIGEN IM ENNSTAL",47.5327777778,14.1383333333
"ALBERSCHWENDE",47.4575004578,9.848610878
"ALLENTSTEIG",48.6908333333,15.3669444444
"AMSTETTEN",48.1088905334,14.8950004578
"ANDAU",47.770000457,17.035554885
"ARRIACH",46.7277793884,13.8524999618
"BAD AUSSEE",47.6105537415,13.7583332062
"BAD EISENKAPPEL",46.4905548096,14.5933332443
"BAD GASTEIN",47.1105537415,13.1333332062
"BAD GLEICHENBERG",46.8722229004,15.9036111832
"BAD GOISERN",47.6425018311,13.6180553436
"BAD MITTERNDORF",47.5533332825,13.9347219467
"BAD RADKERSBURG",46.6858329773,15.9794445038
"BAD TATZMANNSDORF",47.328056,16.228056
"BADEN",48.0113888889,16.2355555556
"BAERNKOPF",48.3911111111,15.0027777778
"BISCHOFSHOFEN",47.406665802,13.2211112976
"BRAND",47.1030540466,9.7383337021
"BREGENZ",47.499168396,9.7461109161
"BRENNER NEU",47.007222,11.510833
"BRUCK/MUR",47.403056,15.233611
"BRUNNENKOGEL/OETZTALER ALPEN",46.912776947,10.8616666793
"DELLACH IM DRAUTAL",46.7419433594,13.082777977
"DEUTSCHLANDSBERG",46.8216667175,15.2269439697
"DOELLACH",46.9580574036,12.9025001526
"DORNBIRN",47.4324989319,9.7255554199
"EISENSTADT",47.8541679382,16.5383338928
"FEISTRITZ OB BLEIBURG",46.561389,14.765
"FELDBACH",46.948890686,15.8797225952
"FELDKIRCH",47.2711105347,9.6097221375
"FELDKIRCHEN (11052-0)",48.0655555556,13.0625
"FELDKIRCHEN (11227-0)",46.7219429016,14.0969448089
"FEUERKOGEL",47.8166656494,13.7177782059
"FISCHBACH",47.4441680908,15.6438884735
"FRANKENMARKT",47.9913902283,13.4230556488
"FREISTADT",48.5061111111,14.5061111111
"FRIESACH",46.9586105347,14.4058332443
"Freya Glacier",74.3879,-20.8328
"GALTUER",46.9680557251,10.1855554581
"GALZIG",47.1297222222,10.2302777778
"GARS AM KAMP",48.5955543518,15.6677780151
"GMUNDEN",47.9147224426,13.8074998856
"GRAZ UNIVERSITAET",47.0777777778,15.4488888889
"GRAZ UNIVERSITAET/Heinrichstraße",47.08,15.448056
"GRAZ-THALERHOF-FLUGHAFEN",46.9805555556,15.44
"GRAZ/STRASSGANG",47.0461111111,15.4102777778
"GROEBMING",47.4466667175,13.9041662216
"GROSSENZERSDORF",48.19972229,16.5591659546
"GUMPOLDSKIRCHEN",48.0358314514,16.280834198
"GUTENSTEIN-MARIAHILFBERG",47.8713888889,15.8761111111
"Goldbergkees",47.0452,12.9651
"Gross-Enzersdorf",48.2000007629,16.5699996948
"HAHNENKAMM/EHRENBACHHOEHE",47.4183349609,12.359167099
"HARTBERG",47.280555725,15.9786109924
"HIRSCHENKOGEL",47.6233329772,15.8333330154
"HOCHFILZEN",47.4702777778,12.6211111111
"HOHE WAND/HOCHKOGELHAUS",47.8222236633,16.0349998474
"HOLZGAU",47.2574996948,10.3386106491
"Hohe Warte",48.25,16.3666667938
"INNSBRUCK-FLUGHAFEN",47.2602777778,11.3438888889
"INNSBRUCK-FLUGHAFEN (GeoSphere Austria)",47.26,11.3566666667
"ISCHGL/IDALPE",46.9825,10.3172222222
"Illmitz",47.7666664124,16.7666664124
"Innsbruck Atmospheric Observatory",47.2642,11.38521
"Innsbruck Universität",47.26,11.384167
"JAUERLING",48.3344444444,15.3391666667
"JENBACH",47.3888893127,11.758055687
"Jamtalferner",46.88704269,10.17542524
"KALWANG",47.4213905334,14.759721756
"KAPFENBERG",47.4458351135,15.298333168
"KAPFENBERG-Flugfeld",47.458333,15.335556
"KATSCHBERG",47.0605545043,13.6147222518
"KITZBUEHEL",47.4425,12.3963888889
"KITZBUEHEL",47.44388961,12.38916683
"KLAGENFURT-FLUGHAFEN",46.6427777778,14.3372222222
"KLAGENFURT-FLUGHAFEN (GeoSphere Austria)",46.6483333333,14.3183333333
"KLEINZICKEN",47.2075,16.32667
"KOEFLACH",47.0702781677,15.0872220993
"KOETSCHACH-MAUTHEN",46.677222,12.997222
"KOHLREITHBERG",48.1758333333,15.9352777778
"KREMS",48.4186096191,15.6222219467
"KREMSMUENSTER",48.055,14.1311111111
"KRIMML",47.2291679382,12.1819448471
"KRUMBACH I. D. BUCKLIGEN WELT",47.5280555556,16.1866666667
"KUFSTEIN",47.5752792358,12.1627779007
"Kleinfleißkees",47.0535,12.9437
"Kolsass",47.30528,11.62222
"LANDECK",47.1402778625,10.5636110306
"LANGEN/ARLBERG",47.1316680908,10.1233329772
"LANGENLOIS",48.4725,15.697222
"LASSNITZHOEHE",47.0736122131,15.5922222137
"LEIBNITZ",46.7675018311,15.552778244
"LEISER BERGE",48.5588874817,16.3716659546
"LEOBEN",47.3783333,15.0866667
"LIENZ",46.825553894,12.806388855
"LILIENFELD/TARSCHBERG",48.0280555556,15.5875
"LINZ-STADT",48.2963905334,14.2852773666
"LINZ/HOERSCHING-FLUGHAFEN",48.2352777778,14.1880555556
"LITSCHAU",48.9547233582,15.0383329391
"LOFER",47.5844459534,12.6952781677
"LOFERER ALM",47.597778,12.646111
"LUNZ",47.8544425964,15.0675001144
"LUTZMANNSBURG",47.4652786255,16.6455554962
"MALLNITZ-BAD",46.9919433594,13.1666669846
"MARIA ALM",47.4061111111,12.8983333333
"MARIAPFARR",47.1522222222,13.745
"MARIAZELL/ST SEBASTIAN",47.7891654968,15.3022222519
"MATTSEE",47.9772224426,13.1055555344
"MAYRHOFEN",47.1624984741,11.8516664505
"MILLSTATT",46.8080558777,13.5727777481
"MISTELBACH",48.5708333333,16.6094444444
"MOENICHKIRCHEN",47.5111122131,16.0333328247
"MONDSEE",47.8508338928,13.3472223282
"MURAU",47.1111106872,14.176944732
"NAUDERS",46.8911094666,10.4969444275
"NEUMARKT",47.0697212219,14.4247226715
"NEUSIEDL AM SEE",47.9508333333,16.8416666667
"NEUSIEDL/SEE",47.9491653442,16.8288879395
"OBERGURGL",46.8669433594,11.0244445801
"OBERTAUERN",47.2488899231,13.5597219467
"OBERVELLACH",46.9288902283,13.2233333588
"PATSCHERKOFEL",47.2088888889,11.4622222222
"PITZTALER GLETSCHER",46.9269447327,10.8791666031
"POERTSCHACH",46.6308326721,14.1652774811
"POYSDORF",48.6691665649,16.6375007629
"PRAEBICHL",47.5216674805,14.9541664124
"PREITENEGG",46.938333,14.920278
"PUCHBERG",47.7902793884,15.9069442749
"Pasterze",47.0841,12.7229
"RADSTADT",47.3852767944,13.4561109543
"RADSTADT Tandalier",47.3800010681,13.4408330917
"RAMSAU/DACHSTEIN",47.42527771,13.6341667175
"RANSHOFEN",48.2241668701,13.0283336639
"RAUCHENWARTH BEI SCHWECHAT",48.0738888889,16.5361111111
"RAURIS",47.2236099243,12.9925003052
"RAX/SEILBAHN-BERGSTAT",47.717498779,15.7786111111
"REICHENAU/RAX",47.69972229,15.8369445801
"REICHERSBERG",48.3311111111,13.3761111111
"RETZ",48.7611122131,15.9416666031
"REUTTE",47.4944458008,10.7152776718
"REUTTE-Tirol",47.4949989319,10.7152776718
"RIED IM INNKREIS",48.2172241211,13.4750003815
"ROHRBACH",48.5672225952,14.0044441223
"RUDOLFSHUETTE-ALPINZENTRUM",47.1349983215,12.6258335114
