"station_name","lat","lon"
"ALERT CLIMATE, NU",82.493841,-62.3521528
"ALERT UA, NU",82.5,-62.3333333333
"ALEXIS CREEK",52.0838,-123.2733
"ALGO CACS-GSD",45.955791,-78.071363
"ALGONQUIN PARK EAST GATE, ONT",45.535689,-78.261698
"ALLIANCE AGCM, ALTA",52.3152777778,-111.7786111111
"ALLISON PASS",49.0625,-120.7668
"ALRT CACS-CHS",82.494281,-62.340446
"AMQUI, QUE",48.472108,-67.4345638
"ANAHIM LAKE",52.4606,-125.307
"ANDERSON CREEK",49.6551,-121.3576
"ANDREW AGDM, ALTA",53.9169444444,-112.2791666667
"APE LAKE",52.1346,-126.2627
"ARCTIC BAY CS, NU",72.99275,-85.011575
"ARGENTIA",47.310633,-53.998173
"ARMSTRONG (AUT), ONT",50.293575,-88.9053972
"ARVIAT A, NU",61.0938888889,-94.0716666667
"ARVIAT CLIMATE, NU",61.098323,-94.068804
"ASHCROFT, BC",50.708438,-121.281258
"ASHNOLA",49.1391,-120.1844
"ASPEN GROVE",49.9481,-120.6211
"ASSINIBOIA AIRPORT, SASK",49.729471,-105.946243
"ATHABASCA AGCM, ALTA",54.6347222222,-113.3819444444
"ATIKOKAN (AUT), ONT",48.760939,-91.62823
"ATLEE AGCM, ALTA",50.81,-111.0055555556
"ATLIN",59.5845,-133.6643
"ATLIN-WCDA-PGC",59.589479,-133.714447
"ATMORE AGDM, ALTA",54.7816666667,-112.825
"AUGIER LAKE",54.3619,-125.5253
"AUGUST LAKE",49.4335,-120.4571
"AULAVIK NATIONAL PARK, NWT",74.139236,-119.991597
"AZURE, ALTA",50.5119444444,-114.0130555556
"Abbotsford",49.0113,-122.3355
"Abitibi Lake",48.6624,-80.14191
"Aiken Lake",56.4366666667,-125.7416666667
"Akie River near the 760 m contour",57.1911916667,-124.9042444444
"Albert Canyon",51.18808,-117.75616
"Alert",82.4991455078,-62.3415260315
"Alert Magnetic Observatory",82.496,-62.354
"Alex Fraser Bridge",49.16003,-122.94308
"Alex Fraser Top",49.16187,-122.94392
"Algoma",47.0333328247,-84.3666687012
"Algonquin Park VC",45.5836,-78.3574
"Alkali Lake AGRI",51.79028,-121.251
"Allison Pass",49.11564,-120.86744
"Alouette Lake Forebay",49.2874527778,-122.4862555556
"Anaconda",50.63837,-86.93081
"Annacis Island",49.17153,-122.9516
"Annis Pit",50.78958,-119.07934
"Anrachist Summit",49.0052,-119.31458
"Antimony Creek",64.01471,-138.61544
"Apex Roadside",49.39693,-119.9008
"Arbutus",47.5167,-82.1628
"Armstrong A",50.29618,-88.91219
"Arrow Lake",48.17751,-90.1073
"Asquith",52.1399993896,-107.0599975586
"Atikokan",48.80868,-91.63101
"Attawapiskat",52.92759,-82.432
"Attawapiskat",52.9267,-82.4316
"Auden",50.22806,-87.88967
"Azure River",52.59567,-119.724
"BACCARO PT, NS",43.450862,-65.471646
"BACHELORS ISLAND MARINE, MAN",51.75,-99.9
"BADGER (AUT), NFLD",48.968153,-56.060969
"BAIE RACS-GSD",49.186816,-68.263326
"BAIE-COMEAU",49.13507,-68.202461
"BAIE-COMEAU, QUE (71691-0)",49.1325,-68.2044444444
"BAIE-COMEAU, QUE (71829-0)",49.259088,-68.145631
"BAKE CACS-GSD",64.317811,-96.002326
"BAKER LAKE A, NU",64.2988888889,-96.0777777778
"BAKER LAKE CLIMATE, NU",64.318981,-96.0016421
"BAKER LAKE UA, NU",64.3166666667,-96
"BALDFACE",52.7101,-124.4822
"BALLENAS ISLAND, BC",49.350581,-124.160523
"BAMF WCDA-PGC",48.835325,-125.135087
"BANCROFT AUTO, ONT",45.071498,-77.879936
"BANFF CS, ALTA",51.193404,-115.55249
"BANQUEREAU BANK",44.24,-57.10333
"BARNWELL AGDM, ALTA",49.8,-112.3
"BARONS AGCM, ALTA",50.0258333333,-113.2244444444
"BARRAGE TEMISCAMINGUE, QUE",46.709657,-79.100838
"BARRHEAD CS, ALTA",54.095269,-114.451272
"BARRIE-ORO, ONT",44.48444,-79.546408
"BAS CARAQUET, NB",47.802436,-64.833488
"BASSANO AGCM, ALTA",50.8925,-112.465
"BATHURST A, NB",47.6291666667,-65.7483333333
"BATHURST INLET, NU",66.837724,-108.014693
"BCOV WCDA-PGC",50.544277,-126.842624
"BCRK WCDA-PGC",62.41428,-140.860395
"BEAR LAKE",54.4824,-122.6829
"BEATRICE CLIMATE, ONT",45.135713,-79.3989305
"BEAUCEVILLE, QUE",46.204894,-70.785096
"BEAUPORT, QUE",46.836997,-71.1973389
"BEAVER CREEK",49.3776,-124.9337
"BEAVER ISLAND (AUT), NS",44.82476,-62.338838
"BEAVER MINES, ALTA",49.467809,-114.175013
"BEAVERDELL",49.4564,-119.0886
"BEAVERLODGE RCS, ALTA",55.1967,-119.3964
"BEDFORD BASIN",44.70611,-63.6333
"BEDFORD RANGE",44.74556,-63.6603
"BEDNESTI",53.8654,-123.3232
"BEISEKER AGCM, ALTA",51.3786111111,-113.3572222222
"BELL-IRVING",56.3486,-129.2928
"BELLA BELLA, BC",52.185,-128.1566666667
"BELLA COOLA AIRPORT",52.388507,-126.586783
"BELLA COOLA-WCDA-PGC",52.38826,-126.589235
"BELLEVILLE QUINTE",44.159363,-77.439842
"BELLSHILL AGCM, ALTA",52.5822222222,-111.4652777778
"BENSON",52.91,-122.065
"BERENS RIVER CS, MAN",52.359792,-97.021983
"BERNARD HARBOUR",68.75528,-114.94
"BERRY HILL",49.619944,-57.9197778
"BIG MOUTH 2",51.8533,-118.5914
"BIG SILVER 2",49.7234,-121.8366
"BIG TROUT LAKE A, ONT",53.8177777778,-89.8969444444
"BIG TROUT LAKE READAC, ONT",53.8155555556,-89.8955555556
"BIG TROUT LAKE, ONT",53.8164,-89.8916
"BIG VALLEY",53.2617,-121.7617
"BIG VALLEY AGCM, ALTA",51.9977777778,-112.8025
"BIGATTINI",49.4539,-115.9884
"BLACK DIAMOND, ALTA",50.7066666667,-114.1516666667
"BLACKCOMB BASE SLIDING CENTER, BC",50.1025,-122.9364
"BLACKPINE",56.3188,-125.368
"BLAEBERRY",51.4357,-117.0571
"BLOOD TRIBE AGDM, ALTA",49.5666666667,-113.05
"BLUE RIVER 2",52.1223,-119.2936
"BLUE RIVER CS, BC",52.128917,-119.289848
"BLUEBERRY",53.3159,-119.6007
"BNAB WCDA-PGC",53.493254,-130.636982
"BNKB WCDA-PGC",53.331485,-129.900884
"BOB QUINN LAKE",56.9809,-130.251
"BODO AGDM, ALTA",52.1241666667,-110.1013888889
"BONAVISTA, NFLD",48.667316,-53.112173
"BONILLA ISLAND (AUT), BC",53.4929,-130.639
"BONNARD 1, QUE",50.7289,-71.0131
"BOOTHROYD",49.9754,-121.4892
"BORDEN AWOS",44.2666666667,-79.9
"BOW ISLAND IRRIGATION AGDM, ALTA",49.8666666667,-111.3833333333
"BOW ISLAND, ALTA",49.734252,-111.450088
"BOW VALLEY, ALTA",51.082784,-115.066732
"BOWRON HAGGEN",53.463,-121.5603
"BOWSER",49.4368,-124.7022
"BOYA LAKE",59.3673,-129.111
"BRANDON A, MAN",49.91,-99.9519444444
"BRANDON RCS, MAN",49.901793,-99.941349
"BRANTFORD AIRPORT",43.13733,-80.331275
"BRATT'S LAKE CLIMATE, SASK",50.200598,-104.711399
"BRATT'S LAKE UA, SASK",50.2,-104.7
"BRAY ISLAND",69.22389,-77.2303
"BRENDA MINES",49.8684,-119.9925
"BRETON PLOTS, ALTA",53.0894444444,-114.4408333333
"BREVOORT ISLAND, NU",63.3397222222,-64.1458333333
"BRIER ISLAND",44.285664,-66.342409
"BRISCO",50.8193,-116.2449
"BROADVIEW, SASK",50.375747,-102.569282
"BROCKET AGDM, ALTA",49.6166666667,-113.8166666667
"BROCKVILLE CLIMATE, ONT",44.635233,-75.7516167
"BROOKS, ALTA",50.555337,-111.849428
"BROWNVALE AGCM, ALTA",56.1177777778,-117.8863888889
"BUCTOUCHE CDA CS, NB",46.4166666667,-64.7666666667
"BUFFALO NARROWS (AUT), SASK",55.8406,-108.4206
"BULLHORN COULEE RESERVOIR, ALTA",49.2952777778,-113.3586111111
"BULLHORN HEADWATERS, ALTA",49.1525,-113.5505555556
"BURGEO NL, NFLD",47.61296,-57.610138
"BURLINGTON PIERS (AUT), ONT",43.300458,-79.7916
"BURNS LAKE 850M",54.2591,-125.7598
"BURNS LAKE DECKER LAKE, BC",54.383092,-125.95879
"BURWASH A, YT",61.3705555556,-139.04
"BURWASH AIRPORT AUTO",61.370132,-139.032477
"BUSBY AGCM, ALTA",53.9308333333,-113.9216666667
"BUTB WCDA-PGC",53.063004,-128.463733
"Bak Lake",51.722,-93.65342
"Baker Lake",64.331665,-96.010433
"Baker Lake Magnetic Observatory",64.318,-96.012
"Bancroft",45.05365,-77.8729
"Barkerville",53.05683,-121.491
"Barlow",63.774,-137.6267
"Barnes Creek",50.0685527778,-118.3511222222
"Barriere",51.11271,-120.13582
"Bay D Espoir-B",47.9883346558,-55.8188896179
"Bay D'Espoir",47.9916648865,-55.8169403076
"Bear Creek Reservoir",48.5026777778,-123.8964
"BearPaw Tower",49.12738,-92.94567
"Bearskin Lake A",53.92441,-90.96781
"Beasley Bluffs",49.48772,-117.41986
"Beaver Creek Town",62.37965,-140.8782
"Beaver Lake",46.3387,-81.4748
"Begbie Summit",51.47611,-121.37083
"Behchoko",62.797934,-115.918255
"Bella Coola",52.35569,-126.77178
"Bella Coola Precip",52.37055,-126.75435
"Bessborough 237 Road",55.791944,-120.483611
"Big Bar",50.14693,-121.50162
"Birch Bank Golf Course",49.158056,-117.733056
"Black Wall 2",51.30397,-116.89487
"Blackwall Peak",49.0945,-120.771
"Blaeberry",51.4296,-117.06427
"Blanket",50.80856,-118.06795
"Blowdown Mid",50.40222,-122.26472
"Blowdown Peak",50.40694,-122.25556
"Blueberry",49.15997,-118.10936
"Bluenose",50.81386,-122.18831
"Bonaparte AGRI",50.74472,-121.279
"Bonar",48.4165,-83.1123
"Bonner Lake",49.3833351135,-82.1166687012
"Boss Mountain Mine",52.10683,-120.868
"Boundary Bay AGRI",49.0791,-122.986
"Bow Hut",51.63518,-116.49028
"Bracebridge",44.9702,-79.3078
"Braden Road",55.7815,-120.76256
"Bradner Road",49.07556,-122.42528
"Braeburn",61.481452,-135.779816
"Bralorne",50.7751888889,-122.7888194444
"Brandon Magnetic Observatory",49.87,-99.74
"Brandywine",50.05417,-123.11806
"Bratt's Lake",50.201631,-104.711259
"Brenda Mine",49.86973,-119.93686
"Brenda Mines",49.86236,-119.982
"Bridge Glacier Proglacial Lake",50.831492,-123.486422
"Bromley Rock",49.40616,-120.26299
"Buddy Lake",47.57636,-84.31203
"Bull Mountain Road",52.24473,-122.11796
"Bull River near Wardner",49.4932555556,-115.3639222222
"Bunny Lake",50.7988,-94.46434
"Burns Lake Fire Centre",54.230833,-125.764444
"Burns Lake Sheraton East",54.1527,-125.4495
"Burnt Bridge Creek",52.481,-126.248
"Burwash",46.2624,-80.8219
"CADOGAN AGCM, ALTA",52.3341666667,-110.51
"CAGS RACS-GSD",45.585011,-75.807324
"CAHILTY",50.8879,-119.8383
"CALGARY INT'L A, ALTA",51.1138888889,-114.0202777778
"CALGARY INT'L CS, ALTA",51.109308,-114.000258
"CALLAGHAN VALLEY, BC",50.14405,-123.110608
"CAM FOUR, NU",68.4369444444,-89.7258333333
"CAMBRIDGE BAY A, NU",69.1080555556,-105.1383333333
"CAMBRIDGE BAY GSN, NU",69.106583,-105.115652
"CAMBRIDGE BAY UA, NU",69.1333333333,-105.0666666667
"CAMERON FALLS (AUT), ONT",49.154002,-88.344576
"CAMPSIE AUTO, AB",54.1306,-114.6776
"CAMROSE, ALTA",53.042863,-112.821616
"CAP-CHAT, QUE",49.109068,-66.654533
"CAP-D'ESPOIR, QUE",48.419409,-64.316844
"CAP-MADELEINE, QUE",49.25072,-65.324634
"CAP-ROUGE, QUE",48.374533,-70.535259
"CAP-TOURMENTE, QUE",47.0786,-70.7808
"CAPE DORSET A, NU (71366-0)",64.2302777778,-76.525
"CAPE DORSET A, NU (71910-0)",64.2302777778,-76.525
"CAPE DYER, NU",66.65,-61.3833333333
"CAPE HOOPER, NU",68.4725,-66.8152777778
"CAPE KAKKIVIAK, NFLD",59.985,-64.165
"CAPE KIGLAPAIT, NFLD",57.1358333333,-61.4755555556
"CAPE LIVERPOOL",73.66804,-78.2947
"CAPE MERCY, NU",64.9577777778,-63.5777777778
"CAPE PARRY A, NWT",70.1666666667,-124.7166666667
"CAPE PEEL WEST, NU",69.0358333333,-107.8230555556
"CAPE PROVIDENCE",74.4566,-112.16
"CAPE RACE (AUT), NFLD",46.660197,-53.075415
"CAPE ST JAMES CS, BC",51.9358,-131.0158
"CAPE WHITTLE, QUE",50.162833,-60.0616028
"CARBERRY CS, MAN",49.9,-99.35
"CARDSTON, ALTA",49.2008,-113.2859
"CARIBOO CREEK",51.1753,-117.1757
"CARIBOU ISLAND (AUT), ONT",47.339379,-85.826062
"CARIBOU POINT (AUT), NS",45.76422,-62.680444
"CARMACKS CS, YT",62.11499,-136.191823
"CARMAN U OF M CS, MAN",49.4833333333,-98.0166666667
"CARTWRIGHT A, NFLD",53.7083333333,-57.035
"CARWAY, ALTA",48.9996,-113.3791
"CATFISH",53.5764,-120.8585
"CATHEDRAL POINT (AUT), BC",52.187475,-127.471103
"CAUSAPSCAL AIRPORT",48.308789,-67.252754
"CBRG RACS-GLCOR",43.956461,-78.16438
"CDOR RACS",64.229248,-76.529449
"CEDAR",49.0476,-123.8747
"CEDARVALE",55.0301,-128.3115
"CENTRAL DIXON ENTRANCE",54.366,-132.44389
"CFB - BAGOTVILLE, QUE",48.3333333333,-71
"CFB - COLD LAKE, ALTA",54.4166666667,-110.2833333333
"CFB - COMOX, BC",49.7166666667,-124.9
"CFB GREENWOOD, NS",44.9833333333,-64.9166666667
"CFB SHEARWATER, NS",44.6333333333,-63.5
"CHAMOUCHOUANE, QUE",49.278305,-73.3558611
"CHAMPION AGDM, ALTA",50.2819444444,-113.3502777778
"CHAPAIS, QUE",49.822269,-74.975442
"CHAPLEAU A, ONT",47.82,-83.3466666667
"CHAPLEAU AIRPORT",47.819258,-83.356448
"CHARLEVOIX (MRC), QUE",47.284039,-70.637251
"CHARLO AUTO, NB",47.988766,-66.333563
"CHARLOTTETOWN A, PEI",46.2886111111,-63.1286111111
"CHEAKAMUS",50.0835,-123.0475
"CHEF CREEK TEST",49.4041,-124.7584
"CHERRY LAKE",49.1878,-115.5417
"CHETICAMP HIGHLANDS NATIONAL PARK",46.651122,-60.9546139
"CHETICAMP, NS",46.645,-60.9472
"CHETWYND FB",55.6907,-121.6137
"CHEVERY, QUE",50.464872,-59.639544
"CHIBOUGAMAU-CHAPAIS",49.777307,-74.530384
"CHIBOUGAMAU-CHAPAIS A, QUE",49.7666666667,-74.5333333333
"CHILAKO",53.4937,-123.6088
"CHUR CACS-GSD",58.759068,-94.088713
"CHURCHILL A UA, MAN",58.7333333333,-94.0666666667
"CHURCHILL CLIMATE, MAN",58.73929,-94.075022
"CHURCHILL FALLS",53.558,-64.094
"CHURCHILL FALLS A, NFLD",53.5619444444,-64.1063888889
"CHURCHILL, MAN",58.7391666667,-94.0663888889
"CHURN CREEK",51.4027,-122.3202
"CHUTE-DES-PASSES, QUE",49.840138,-71.168333
"CHWK WCDA-PGC",49.156604,-122.00841
"CKR759",46.5,-48.4
"CLARESHOLM, ALTA",50.003466,-113.64043
"CLEARDALE AGDM, ALTA",56.3144444444,-119.745
"CLEARWATER AUTO, BC",51.652609,-120.082309
"CLEARWATER HUB",51.6289,-120.0946
"CLINTON (AUT), BC",51.145064,-121.504788
"CLRS WCDA-PGC",48.8203,-124.130867
"CLWD",44.508404,-80.220108
"CLYDE RIVER A, NU",70.4858333333,-68.5169444444
"CLYDE RIVER CLIMATE, NU",70.48383,-68.5148889
"COBOURG (AUT), ONT",43.9561,-78.151
"COLDSCAUR LAKE",51.7238,-120.3899
"COLLEGEVILLE AUTO",45.490189,-62.016107
"COLLINGWOOD, ONT",44.504863,-80.222797
"COLLINS BAY, SASK",58.228968,-103.677934
"COLVILLE LAKE, NWT",67.021574,-126.123204
"CONSORT AGDM, ALTA",51.9369444444,-110.7130555556
"COP UPPER, ALTA",51.0762,-114.2225
"CORAL HARBOUR A, NU",64.1933333333,-83.3594444444
"CORAL HARBOUR RCS, NU",64.187831,-83.347054
"CORMACK RCS",49.321937,-57.39344
"CORNER BROOK, NFLD",48.93519,-57.909741
"CORONACH SPC, SASK",49.057766,-105.490473
"CORONATION CLIMATE, ALTA",52.07427,-111.449205
"COVE ISLAND (AUT), ONT",45.3333,-81.7333
"CRAIGMYLE AGCM, ALTA",51.775,-112.2522222222
"CRANBERRY",55.5768,-128.7048
"CRANBROOK",49.6673,-115.8483
"CRANBROOK A, BC",49.6122222222,-115.7819444444
"CRANBROOK AIRPORT AUTO, BC",49.61766,-115.789025
"CRAWFORD",50.765,-117.9578
"CRESTOMERE AGCM, ALTA",52.7327777778,-113.9027777778
"CRESTON CAMPBELL SCIENTIFIC, BC",49.081663,-116.500765
"CROKER RIVER, NU",69.2755555556,-119.2188888889
"CROSS LAKE JENPEG 2",54.53972,-98.0303
"CROWSNEST, ALTA",49.627648,-114.481964
"CUMSHEWA ISLAND, BC",53.0303,-131.6014
"CURWEN CREEK",50.6022,-118.4229
"CYPRESS BOWL FREESTYLE, BC",49.3923333333,-123.207575
"CYPRESS HILLS PARK, SASK",49.640903,-109.514718
"CYPRESS RIVER RCS, MAN",49.562407,-99.073804
"Callaghan Creek",50.137056,-123.102889
"Cambridge Bay",69.1284,-105.0577
"Cambridge Bay Magnetic Observatory",69.123,-105.031
"Cameron Lake",49.28907,-124.61096
"Camp 603",49.85848,-90.19508
"Canal Flats",49.99444,-115.76111
"Candle Lake",53.987108,-105.117939
"Cape St. James",51.9300003052,-131.0200042725
"Caramat",49.6122,-86.1415
"Carcross",60.179235,-134.696382
"Caribou Creek Upper",51.1090277778,-117.2284166667
"Caribou Ridge",51.51833,-118.46167
"Carl's Corner",56.92867,-130.0905
"Carmacks",62.084756,-136.291047
"Cartier",46.7007,-81.5568
"Cassiope Repeater",50.35917,-122.58944
"Cat Lake A",51.72672,-91.82288
"Cayoosh Summit",50.37978,-122.47403
"Cedar-Kiteen",55.15233,-128.71
"Celgar Pulp",49.333333,-117.718889
"Celista",51.40611,-118.986
"Chalk River",46.0627784729,-77.4047164917
"Champagne",60.8116,-136.44615
"Channel Creek Rain Gauge",50.44405,-122.25327
"Chapais",49.821583,-74.974551
"Chapleau",47.83913,-83.36155
"Chappel Creek",52.38556,-119.18008
"Chase AGRI",50.80389,-119.708
"Chasm Road",51.19287,-121.5295
"Chibougamau",49.69251,-74.342296
"Chilliwack River",49.03167,-121.713
"Chowade Upper",56.6368333333,-122.7788666667
"Chris Creek",48.58028,-123.841
"Churchill",58.737902,-93.820581
"Churchill River at end of Mud Lake Road",53.33775,-60.18931
"Clanwilliam",50.96248,-118.37777
"Clearwater Bay",49.71688,-94.7828
"Clinton/Bleiber Ranch",51.25,-121.683
"Clowhom Falls",49.7108666667,-123.529025
"Clyde River Riometer",70.5,-68.5
"Cn Overlander",53.01139,-119.19667
"Cobble Hill",48.69899,-123.59287
"Cochrane",49.1164,-80.7953
"Cochrane",49.37056,-124.61611
"Coffee Creek",49.71441,-116.90724
"Cold Lake",54.7799987793,-110.0500030518
"Coldwater AGRI",50.01167,-120.891
"Colpitti Creek",51.6077222222,-117.6108611111
"Columbia River at Donald",51.4836805556,-117.1810138889
"Colwood City Hall",48.42389,-123.49278
"Comox Dam Forebay",49.6436555556,-125.0961111111
"Comstock",50.01749,-120.83608
"Conception Bay South MET",47.48393,-53.01684
"Cook Creek",52.16782,-119.304
"Coquihalla Summit",49.5941,-121.09948
"Coquitlam Dam Climate",49.35415,-122.774737
"Coquitlam River above Coquitlam Lake 2",49.487775,-122.793048
"Corbin Pass High",51.20083,-117.77778
"Corbin Pass Low",51.19333,-117.77111
"Cormak",49.3166999817,-57.3833007813
"Courtenay Elementary School",49.682603,-124.996222
"Crags Ridge",49.07644,-117.00218
"Cranberry Junction",55.63222,-128.67278
"Cranbrook Muriel Baxter",49.507103,-115.753682
"Crocker Creek",54.93481,-122.18292
"Crofton Elementary",48.86,-123.643889
"Crofton Substation",48.874529,-123.653929
"Crowsnest",49.65019,-114.71286
"Cruickshank River Near The Mouth 2",49.5784027778,-125.2089
"Cruickshank River near the Mouth",49.5784027778,-125.2090055556
"Crying Girl Prairie",56.3858611111,-122.8928333333
"DANIELS HARBOUR, NFLD",50.236,-57.581
"DANIELS HARBOUR, NFLD",50.236388,-57.5811111
"DAPP AGDM, ALTA",54.3166666667,-113.95
"DARCY",50.5217,-122.4978
"DARKWOODS",49.3576,-116.9502
"DAUPHIN CS, MAN",51.100387,-100.057345
"DAUPHIN, MAN",51.1008333333,-100.0525
"DAWSON CREEK A, BC",55.7422222222,-120.1830555556
"DAWSON, YT",64.044442,-139.126937
"DEADMEN VALLEY, NWT",61.257263,-124.466969
"DEASE LAKE (AUT), BC",58.425953,-130.024949
"DEASE LAKE A, BC",58.4222222222,-130.0313888889
"DEASE LAKE FS",58.4258,-130.0187
"DEBERT, NS",45.421494,-63.4658972
"DECEPTION",51.967,-120.608
"DEER LAKE A, NFLD",49.2166666667,-57.4
"DEERWOOD RCS, MAN",49.399562,-98.319652
"DEL BONITA AGDM, ALTA",49.05,-112.8166666667
"DELBURNE AGCM, ALTA",52.1827777778,-113.1755555556
"DELHI CS, ONT",42.866667,-80.55
"DELINE CS, NWT",65.208678,-123.433316
"DELTA BURNS BOG",49.125992,-123.002436
"DELTA MARSH CS, MAN",50.1827777778,-98.3822222222
"DESCHAMBAULT, QUE",46.690641,-71.971732
"DEWAR CREEK",49.7845,-116.383
"DEWAR LAKES, NU",68.65,-71.1666666667
"DEWBERRY AGCM, ALTA",53.6591666667,-110.5875
"DISCOVERY ISLAND, BC",48.4246,-123.225833
"DOAKTOWN AUTO RCS, NB",46.58525,-66.0098333
"DOWNIE",51.5154,-118.2721
"DRAO WCDA-PGC",49.322614,-119.624965
"DRNG RACS",64.863906,-111.581249
"DRUMHELLER EAST, ALTA",51.4451,-112.6758
"DRYDEN REGIONAL, ONT",49.8275,-92.7441666667
"DUBO CACS-GSD",50.258801,-95.866169
"DUNCAN",50.7808,-117.1805
"DUPRE AGCM, ALTA",54.3669444444,-110.8677777778
"Daisy Lake",49.9746916667,-123.1366861111
"Dalton",48.1522,-84.0368
"Darby",48.57715,-92.29149
"Dardanelle",50.0223,-117.18099
"Deadman River",51.09851,-120.61
"Deadwood River",59.25745,-128.31979
"Dease Lake Raws",58.43425,-129.98617
"Deep Creek AGRI",50.6275,-119.194
"Deer Lake A",52.65571,-94.05999
"Desmond Hill",50.43999,-120.5987
"Devious Lake",49.19804,-87.76436
"Diamon S (Lilloett) AGRI",50.85167,-121.867
"Disraeli",56.09972,-129.75167
"Dixon",47.2779,-83.9013
"Dome Mountain",53.62208,-121.024
"Dorion Fish Hatchery",48.8421,-88.60644
"Dorset",45.2200012207,-78.9300003052
"Douglas Lake AGRI",50.20472,-120.025
"Dowling Creek",55.8250833333,-122.43625
"Downsview",43.780491,-79.46801
"Dragon Lake",52.93078,-122.43881
"Drury Creek",62.2005,-134.388509
"Dubreuilville",48.3247,-84.7356
"Duffey Lake",50.37918,-122.48262
"Duncan College Street",48.786114,-123.717307
"Duncan Lake Dam 2",50.238797,-116.971606
"Duncan River below B.B. Creek 2",50.6381722222,-117.0484222222
"Dunchurch",45.6587,-79.8125
"Dyment",49.60768,-92.28636
"EAGLESHAM AGCM, ALTA",55.8080555556,-117.8866666667
"EAR FALLS (AUT), ONT",50.630787,-93.213875
"EARLTON A, ONT",47.695,-79.8488888889
"EARLTON CLIMATE, ONT",47.697482,-79.853365
"EAST BARRIERE",51.2531,-119.8817
"EAST CHEDABUCTO BAY",45.445,-60.9538
"EAST DELLWOOD",50.874,-129.916
"EAST OOTSA",53.5025,-125.7793
"EAST POINT (AUT), PEI",46.4596,-61.9878416
"EAST SCOTIA SLOPE",42.26126,-61.99852
"EASTEND CYPRESS (AUT), SASK",49.43763,-108.98887
"EDGERTON AGCM, ALTA",52.7777777778,-110.4327777778
"EDMONTON CITY CENTRE AWOS, ALTA",53.5719444444,-113.5194444444
"EDMONTON INT'L A, ALTA",53.3166666667,-113.5833333333
"EDMONTON INTERNATIONAL CS, ALTA",53.30668,-113.606161
"EDMONTON MUNICIPAL CR10, ALTA",53.586055,-113.509719
"EDMONTON NAMAO AWOS A, ALTA",53.6666666667,-113.4666666667
"EDMONTON STONY PLAIN CS, ALTA",53.547402,-114.107855
"EDMUNDSTON, NB",47.41665,-68.324749
"EDSON AWOS A, ALTA",53.5788888889,-116.465
"EDSON CLIMATE, ALTA",53.5666666667,-116.45
"EDSON, ALTA",53.5788888889,-116.465
"EGBERT CS, ONT",44.2166666667,-79.7666666667
"EGBERT UA, ONT",44.2333333333,-79.7833333333
"EGG ISLAND, ALTA",58.9814,-110.4395
"EIGHT MILE",49.4328,-118.5783
"ELBOW CS, SASK",51.125731,-106.582299
"ELIZ WCDA-PGC",49.87305,-127.122646
"ELK ISLAND NAT PARK, ALTA",53.682619,-112.868105
"ELK MOUNTAIN",59.3336,-125.5114
"ELKO",49.2876,-115.1545
"ELORA RCS, ONT",43.6333333333,-80.4
"EMERSON AUTO, MAN",49,-97.2333333333
"EMILY CREEK",50.1451,-115.9772
"ENCHANT AGDM, ALTA",50.1833333333,-112.4333333333
"ENGLEE (AUT), NFLD",50.721137,-56.112844
"ENNA",60.76712,-101.696231
"ENNADAI LAKE (AUT), NU",61.131511,-100.883392
"ENTRANCE ISLAND CS, BC",49.208664,-123.810536
"ENTRANCE TO ENGLISH BAY",49.30167,-123.357
"ERIEAU (AUT), ONT",42.2569,-81.9087
"ESCU RACS-ESS",47.073394,-64.79871
"ESKASONI FIRST NATION",45.9206,-60.6469
"ESQUIMALT HARBOUR, BC",48.431972,-123.439333
"ESTEVAN A, SASK",49.2166666667,-102.9666666667
"ESTEVAN POINT CS, BC",49.3832,-126.5447
"ESTEVAN RCS, SASK",49.205347,-102.967084
"ESTHER 1, ALTA",51.6697,-110.2061
"ETZICOM AGCM, ALTA",49.5527777778,-111.0541666667
"EUR2 CACS-GSD",79.988935,-85.937549
"EUREKA A, NU",79.99444444,-85.81194444
"EUREKA UA, NU",79.9833333333,-85.9333333333
"EVANSBURG AGCM, ALTA",53.5730575,-115.1236113889
"Eagle Lake",45.9805,-79.4595
"Eagle Plains Fire",66.37212,-136.71748
"Eagle Ridge",49.37186,-123.26969
"Ear Falls",50.67798,-93.12116
"East Creek",50.6396,-116.9297333333
"East Trout Lake",54.353743,-104.986864
"Edmonton",53.5499992371,-114.0999984741
"Edmonton/Villeneuve",53.66833,-113.856
"Egbert",44.231006,-79.783839
"Egbert GSRN",44.2329,-79.7802
"Eholt",49.14818,-118.53021
"Elk River above Upper Campbell Lake",49.8580472222,-125.8132638889
"Elkford Rocky Mountain Elementary School",50.007794,-114.93342
"Ellis Creek",49.4127,-119.38332
"Elsie Lake Forebay",49.4403472222,-125.144125
"Enderby",50.65247,-118.944
"Endgoal",56.09987,-129.51218
"English River",49.23027,-90.90447
"Enterprise",51.96181,-121.79314
"Eric Creek",49.6053611111,-125.2881666667
"Estevan Point",49.382935,-126.544097
"Esther",51.67055,-110.206325
"Eureka",80.0500030518,-86.4166564941
"Eureka Climate",79.9892,-85.9339
"Eureka Magnetic Observatory",80,-85.9
"Experimental Lakes Area",49.6666679382,-93.7166671753
"Exploits Below Noel Paul's Brook MET",48.84467,-56.26942
"Exploits River at Badger East of Stadium",48.97486,-56.03478
